   1.8818350e-01   2.7658105e+00   1.0000000e+00
   6.5185976e-01   3.0832701e+00   1.0000000e+00
  -7.7059640e-01   3.0804638e+00   1.0000000e+00
   3.3176066e-01   3.5876048e+00   1.0000000e+00
   1.5156783e-01   3.1730884e+00   1.0000000e+00
  -4.0769090e-01   3.1252473e+00   1.0000000e+00
  -9.1757208e-02   3.7379687e+00   1.0000000e+00
   1.8991856e-01   3.4392520e+00   1.0000000e+00
   1.3324389e+00   3.7539310e+00   1.0000000e+00
   1.0593030e+00   3.5415944e+00   1.0000000e+00
  -3.7246043e-01   3.7943392e+00   1.0000000e+00
   1.1722232e+00   2.8358594e+00   1.0000000e+00
   3.7389148e-01   3.9282975e+00   1.0000000e+00
   1.0793079e-01   4.4444221e+00   1.0000000e+00
   3.9016002e-01   4.1886149e+00   1.0000000e+00
   7.8261880e-02   4.1717499e+00   1.0000000e+00
   1.1654948e-01   3.7960940e+00   1.0000000e+00
   6.9139416e-01   3.9694950e+00   1.0000000e+00
   6.7316207e-01   4.0169378e+00   1.0000000e+00
   6.8601734e-01   3.9897187e+00   1.0000000e+00
   4.3502400e-01   3.6891319e+00   1.0000000e+00
  -2.1262042e-01   3.8796574e+00   1.0000000e+00
   4.7103353e-01   3.9643042e+00   1.0000000e+00
   8.0058235e-01   3.8791967e+00   1.0000000e+00
   4.1111282e-01   4.3617240e+00   1.0000000e+00
   6.1214255e-01   4.9781470e+00   1.0000000e+00
   5.1440980e-01   3.6469681e+00   1.0000000e+00
   1.6379568e-01   4.1750076e+00   1.0000000e+00
   3.8285501e-01   3.6447759e+00   1.0000000e+00
   1.4451019e-02   4.6245951e+00   1.0000000e+00
   6.1093847e-01   4.6809032e+00   1.0000000e+00
  -9.1474537e-02   3.6238877e+00   1.0000000e+00
  -5.4104660e-02   4.9040543e+00   1.0000000e+00
   4.6675457e-02   3.8617660e+00   1.0000000e+00
  -6.9049946e-01   4.3381162e+00   1.0000000e+00
   8.5343310e-01   4.6603603e+00   1.0000000e+00
   4.7381669e-01   4.3439556e+00   1.0000000e+00
   1.0577509e-01   5.1123375e+00   1.0000000e+00
   8.5960449e-01   5.2883858e+00   1.0000000e+00
  -2.0903075e-01   4.3892691e+00   1.0000000e+00
   3.6421514e-01   3.6889928e+00   1.0000000e+00
   3.2549354e-01   4.2440761e+00   1.0000000e+00
   5.3172236e-01   4.0901006e+00   1.0000000e+00
   5.3950051e-01   4.1341566e+00   1.0000000e+00
